04,"Mary J Blige - Stay Down",PHMU0801,0,PHMU0801,,PH,1," 2/27/13"
"10,000 Maniacs","More Than This",SC8390,6,SC8390,,SC,1," 2/27/13"
"2 Live Crew","Me So Horny",SC8532,7,SC8532,,SC,1," 2/27/13"
"3 A.M.","Matchbox 20",PHM9712,5,PHM9712,,PH,1," 2/27/13"
"3OH!3 Featuring Ke$ha","My First Kiss",PHMP1008,1,PHMP1008,,PH,1," 2/27/13"
911,"More Than A Woman",SF127,8,SF127,,SF,1," 2/27/13"
"98 Degrees","My Everything",CBEP470-3,6,CBEP470-3,,CB,1," 2/27/13"
"99.9% Sure","McComas, Brian",TU203,1,TU203,,TU,1," 2/27/13"
"99.9% Sure (I've Never Been Here Before)","McComas, Brian",THC0306,20,THC0306,,TH,1," 2/27/13"
Aaliyah,"Miss You",THP0302,11,THP0302,,TH,1," 2/27/13"
Aaliyah,"More Than A Woman",CBEP473-3,17,CBEP473-3,,CB,1," 2/27/13"
"Aaliyah & Calvin","More Than A Woman",CB30029,9,CB30029,,CB,1," 2/27/13"
"Aaliyah wvocal","Miss You",PHU0302,11,PHU0302,,PH,1," 2/27/13"
Abba,"Mama Mia",SF028,8,SF028,,SF,1," 2/27/13"
Abba,"Mamma Mia",CBE3-20,11,CBE3-20,,CB,1," 2/27/13"
Abba,"Money Money Money",SAVP17,3,SAVP17,,SA,1," 2/27/13"
Abba,"Money, Money , Money",SF055,4,SF055,,SF,1," 2/27/13"
ACDC,Moneytalks,SC2265,4,SC2265,,SC,1," 2/27/13"
"Adamo, Salvatore","Mauvais Garcon",SAVP07,5,SAVP07,,SA,1," 2/27/13"
Adele,"Make You Feel My Love",PHMP1108,7,PHMP1108,,PH,1," 2/27/13"
"Adkins, Trace",More,CHM0005,18,CHM0005,,CH,1," 2/27/13"
"Aguilar, Pepe","Me Estoy Acostumbrando A Ti",SC2197,8,SC2197,,SC,1," 2/27/13"
"Ain't No Stopping Us Now","Mcfadden & Whitehead",SF072,14,SF072,,SF,1," 2/27/13"
"Ain't That Just The Way","McNeal, Lutricia",PHM9802,7,PHM9802,,PH,1," 2/27/13"
"Air Supply","Making Love Out Of Nothing At All",SC8273,15,SC8273,,SC,1," 2/27/13"
"Akins, Rhett","More Than Everything",SC8416,14,SC8416,,SC,1," 2/27/13"
Alabama,"Maker Said Take Her, The",SC8307,10,SC8307,,SC,1," 2/27/13"
Alabama,"Mountain Music",SC7516,11,SC7516,,SC,1," 2/27/13"
Alabama,"My Home's In Alabama",CBE4-16,14,CBE4-16,,CB,1," 2/27/13"
Alabamaÿ,"Maker Said Take Her, The",CB90153,8,CB90153,,CB,1," 2/27/13"
Alabamaÿ,"Mountain Music",CB90153,3,CB90153,,CB,1," 2/27/13"
"Alien Ant Farm",Movies,SC8694,13,SC8694,,SC,1," 2/27/13"
"Alison Krauss & Union Station","My Love Follows You Where You Go",PHMC1206,3,PHMC1206,,PH,1," 2/27/13"
"All Eyez On Me",Monica,THH0210,11,THH0210,,TH,1," 2/27/13"
"All I Want Is A Life","McGraw, Tim",TU100,1,TU100,,TU,1," 2/27/13"
"All We Ever Find","McGraw, Tim",TU172,1,TU172,,TU,1," 2/27/13"
"Allan, Gary","Man Of Me",SC8714,12,SC8714,,SC,1," 2/27/13"
"Allan, Gary","Man To Man",THC0301,12,THC0301,,TH,1," 2/27/13"
"Allman Brothers Band, The",Melissa,AH8010,10,AH8010,,AH,1," 2/27/13"
"Allman Brothers Band, The","Midnight Rider",CBE2-12,7,CBE2-12,,CB,1," 2/27/13"
"Allman, Greg","Midnight Rider",CB80004,14,CB80004,,CB,1," 2/27/13"
"Almost Home","Morgan, Craig",PHN0305,8,PHN0305,,PH,1," 2/27/13"
"Always Come Back To Your Love","Mumba, Samantha",THH0204,14,THH0204,,TH,1," 2/27/13"
"American Pie",Madonna,BS6517,1,BS6517,,BS,1," 2/27/13"
"American Pie","McLean, Don",KJT01,1,KJT01,,KJ,1," 2/27/13"
"Ames, Ed","My Cup Runneth Over",SC7566,7,SC7566,,SC,1," 2/27/13"
"And It Stoned Me","Morrison, Van",BS7417,10,BS7417,,BS,1," 2/27/13"
"Anderson, Bill","Mama Sang A Song",CBE4-14,7,CBE4-14,,CB,1," 2/27/13"
"Anderson, Bill","My Life (Throw It Away If I Want To)",CB90218,8,CB90218,,CB,1," 2/27/13"
"Anderson, Bill","My Life Throw It Away If I Want To",SC8491,1,SC8491,,SC,1," 2/27/13"
"Anderson, John","Mississippi Moon",CB60148,13,CB60148,,CB,1," 2/27/13"
"Anderson, John","Money In The Bank",SC8137,13,SC8137,,SC,1," 2/27/13"
"Anderson, John","My Kind Of Crazy",SC8303,11,SC8303,,SC,1," 2/27/13"
"Andre, Peter","Mysterious Girl",SF061,14,SF061,,SF,1," 2/27/13"
"Andrea True Connection","More, More, More (Part 1)",CBEP468-2,8,CBEP468-2,,CB,1," 2/27/13"
"Andrea True Connection","More, More, More Pt. 1",SC8644,10,SC8644,,SC,1," 2/27/13"
"Andrea Ture Connection","More More More",SF168,11,SF168,,SF,1," 2/27/13"
"Andrews, Jessica","Make Me Love You",CB60216,7,CB60216,,CB,1," 2/27/13"
"Andrews, Julie","My Favorite Things",DK092,16,DK092,,DK,1," 2/27/13"
"Andrews, Michael & Gary Jules","Mad World",PHR0407,3,PHR0407,,PH,1," 2/27/13"
"Andy Williams","Moon River",SC8118,12,SC8118,,SC,1," 2/27/13"
Angel,"McLachlan, Sarah",PHT9811,4,PHT9811,,PH,1," 2/27/13"
"Angels, The","My Boyfriend's Back",DK002,17,DK002,,DK,1," 2/27/13"
"Angry All The Time","McGraw, Tim",PHN0111,3,PHN0111,,PH,1," 2/27/13"
"Anka, Paul","My Home Town",SAVP06,7,SAVP06,,SA,1," 2/27/13"
"Anka, Paul","My Way",MM6184,8,MM6184,,MM,1," 2/27/13"
Annie,Maybe,CBE2-24,14,CBE2-24,,CB,1," 2/27/13"
"Anthony, Marc","My Baby You",MM6316,14,MM6316,,MM,1," 2/27/13"
"Antoine Dunn","Miss My Love",PHMU1207,3,PHMU1207,,PH,1," 2/27/13"
Anytime,"McKnight, Brian",PHM9805,9,PHM9805,,PH,1," 2/27/13"
"Arnold, Eddy","Make The World Go Away",SGB41,16,SGB41,,SG,1," 2/27/13"
"Arrested Development","Mr. Wendel",SF050,13,SF050,,SF,1," 2/27/13"
"Ashley Gearing","Me, My Heart And I",PHMC1201,3,PHMC1201,,PH,1," 2/27/13"
"Atkins, Rodney","My Old Man",THC0303,19,THC0303,,TH,1," 2/27/13"
"Atlantic Starr",Masterpiece,SC8266,5,SC8266,,SC,1," 2/27/13"
"Austin, Gene","My Blue Heaven",CBEP469-3,16,CBEP469-3,,CB,1," 2/27/13"
"Autry, Gene","My Old Kentucky Home",CBEP469-4,9,CBEP469-4,,CB,1," 2/27/13"
Avant,"Makin' Good Love",CB30025,14,CB30025,,CB,1," 2/27/13"
"Avant wvocal","Makin' Good Love",PHU0211,15,PHU0211,,PH,1," 2/27/13"
"Avante & Ketara Wyatt","My First Love",SC8664,13,SC8664,,SC,1," 2/27/13"
"Azar, Steve","My Heart Wants To Run",SD097,6,SD097,,SD,1," 2/27/13"
"B.G. feat Mannie Fresh & Gar","My Hood",PHMU1003,6,PHMU1003,,PH,1," 2/27/13"
